id,user_id,role_id,first_name,surname,patronymic,phone,email,is_accepted,is_notify
59d71096-209e-4707-8ddd-d4540b1f6431,d92ec869-4f15-44a8-924b-36acf26fec1d,2777413e-e79e-4c63-a407-fb28c30746e6,Дмитриева,Юлия,Борисовна,8 888 888 88 88,28zxc.email@mail.ru,TRUE,FALSE
63070af7-af5a-4c86-90da-8779e3aeb09d,400e3c9f-24ae-4d8a-a527-36591c141c56,2777413e-e79e-4c63-a407-fb28c30746e6,Березовская,Татьяна,Леонидовна,8 888 888 88 88,29zxc.email@mail.ru,TRUE,FALSE
7f978101-1c36-4c5a-8838-ffee6ed4df1c,ce110799-afb6-4dca-b9e8-ebe077cd129e,2777413e-e79e-4c63-a407-fb28c30746e6,Силинкина,Марина,Сергеевна,8 888 888 88 88,30zxc.email@mail.ru,TRUE,FALSE
b3ec76fd-6236-4043-9ecf-1d173bdcb365,73890d4e-9b6c-4b54-bbde-df5f0b70c6a5,2777413e-e79e-4c63-a407-fb28c30746e6,Муллахметов,Наиль,Валиахметович,8 888 888 88 88,31zxc.email@mail.ru,TRUE,FALSE
664711b7-5f2c-430e-b110-9839415330e4,acb54675-f7ed-4549-b52c-f7595dd5544a,2777413e-e79e-4c63-a407-fb28c30746e6,Конский,Дмитрий,Сергеевич,8 888 888 88 88,32zxc.email@mail.ru,TRUE,FALSE
c4a95d8d-f822-45a8-a427-b46180b2ca97,79c589e1-ce68-48d3-b86e-88a6b6aff2f9,2777413e-e79e-4c63-a407-fb28c30746e6,Банчужный,Дмитрий,Александрович,8 888 888 88 88,33zxc.email@mail.ru,TRUE,FALSE
a194be7c-60b3-400c-91c6-25a50e1ce2ce,1a48ddc5-41ee-45d6-9137-03a2927d5c23,2777413e-e79e-4c63-a407-fb28c30746e6,Сидоренко,Максим,Сергеевич,8 888 888 88 88,34zxc.email@mail.ru,TRUE,FALSE
7b7f2df9-cec7-40a3-975c-a5b9cc089f6d,549bd117-18c3-42b7-9a67-06e3bd05ebfb,2777413e-e79e-4c63-a407-fb28c30746e6,Звизжова,Людмила,Викторовна,8 888 888 88 88,35zxc.email@mail.ru,TRUE,FALSE
5c2da0e6-43e3-40e6-839c-e4b736508e6c,19b7799f-1085-480b-af2f-764e7aff6d20,2777413e-e79e-4c63-a407-fb28c30746e6,Шелехов,Олег,Николаевич,8 888 888 88 88,36zxc.email@mail.ru,TRUE,FALSE
7ef5f167-4d46-4949-8555-c7ad3e3f3f2f,c71a42cf-b91a-4323-8486-38d2ae310872,2777413e-e79e-4c63-a407-fb28c30746e6,Бессонов,Дмитрий,Васильевич,8 888 888 88 88,37zxc.email@mail.ru,TRUE,FALSE
fba55f37-d1fc-408c-9f58-7ffd63246b9c,c8d4b27c-b352-4ef8-b7a7-c937332fa38b,2777413e-e79e-4c63-a407-fb28c30746e6,Айбулатов,Тулебай,Куанышбаевич,8 888 888 88 88,38zxc.email@mail.ru,TRUE,FALSE
6a4df420-5156-422a-9a6c-bdbae4cc2e10,19837772-3166-45c3-b573-129cc37bc65b,2777413e-e79e-4c63-a407-fb28c30746e6,Кузнецова,Галина,Владимировна,8 888 888 88 88,39zxc.email@mail.ru,TRUE,FALSE
1b2ab57d-0d65-42b9-b420-a3b7de131a0f,cfea4f4f-fe52-4689-8032-de6ed0f6f7c3,2777413e-e79e-4c63-a407-fb28c30746e6,Сеземина,Надежда,Васильевна,8 888 888 88 88,40zxc.email@mail.ru,TRUE,FALSE
778619d9-7788-495b-b862-7a7371603e35,d7906474-3b29-4f89-b5b8-11b38fe7b6dd,2777413e-e79e-4c63-a407-fb28c30746e6,Вельмейкина,Анна,Евгеньевна,8 888 888 88 88,41zxc.email@mail.ru,TRUE,FALSE
ccbf296f-d6d3-44bb-86c0-4c9bbd72649a,49c7c7fc-0093-4263-abde-6b531890045f,2777413e-e79e-4c63-a407-fb28c30746e6,Михайлова,Ольга,Михайловна,8 888 888 88 88,42zxc.email@mail.ru,TRUE,FALSE
92b20959-3b48-43e8-b795-50f9888e1a00,f60a682f-ecbc-45ec-ab58-e4df475bc067,2777413e-e79e-4c63-a407-fb28c30746e6,Артеменко,Елена,Юрьевна,8 888 888 88 88,43zxc.email@mail.ru,TRUE,FALSE
f5a2ac78-1d38-4052-979a-f6a8b0ca72f4,ccec0349-946f-43ef-adee-c6691c429702,2777413e-e79e-4c63-a407-fb28c30746e6,Матаев,Юрий,Константинович,8 888 888 88 88,44zxc.email@mail.ru,TRUE,FALSE
